CONTRATO,IDENTIFICADOR,FECHA       ,
A0100000000006Q,000008074647418,14/06/2006  ,
A0100000000006Q,000008074647418,02/05/2006  ,
A0100000000006Q,000008074647418,01/01/1901  ,
A0100000000006Q,000008074647418,11/05/2006  ,
A0100000000006Q,000008074647418,06/09/2006  ,
A0100000000006Q,000008074647418,06/09/2006  ,
A0100000000006Q,000008074647418,17/01/2006  ,
A0100000000006Q,000008074647418,17/01/2006  ,
A0100000000006Q,000008074647419,01/01/1901  ,
A0100000000006Q,000008074647422,01/01/1901  ,
A0100000000006Q,000008074647422,19/02/2009  ,
A0100000000006Q,000008074647424,04/10/2011  ,
A0100000000006Q,000008074647424,14/10/2011  ,
A0100000000006Q,000008074647424,17/05/2010  ,
A0100000000006Q,000008074647424,20/12/2011  ,
A0100000000006Q,000008074647424,20/06/2011  ,
A0100000000006Q,000008074647424,12/05/2008  ,
A0100000000006Q,000008074647424,01/01/1901  ,
A0100000000006Q,000008074647124,17/03/2008  ,
A0100000000006Q,000008074647124,18/03/2010  ,
A0100000000006Q,000008074647424,01/01/1901  ,
A0100000000006Q,000008074647424,17/02/2011  ,
A0100000000006Q,000008074647424,20/11/2007  ,
A0100000000006Q,000008074647424,20/11/2007  ,
A0100000000006Q,000008074647424,20/11/2007  ,
A0100000000006Q,000008074647424,23/11/2007  ,
A0100000000006Q,000008074647424,01/01/1901  ,
A0100000000006Q,000008074647424,01/01/1901  ,
A0100000000006Q,000008074647424,03/06/2011  ,
A0100000000006Q,000008074647424,15/11/2008  ,
A0100000000006Q,000008074647424,21/12/2011  ,
A0100000000006Q,000008074647424,01/01/1901  ,
A0100000000006Q,000008074647424,30/07/2010  ,
A0100000000006Q,000008074647424,28/10/2011  ,
A0100000000006Q,000008074647424,28/10/2011  ,
A0100000000006Q,000008074647424,17/02/2011  ,
A0100000000006Q,000008074647425,18/03/2010  ,
A0100000000006Q,000008074647425,17/05/2007  ,
A0100000000006Q,000008074647425,07/05/2007  ,
A0100000000006Q,000008074647425,01/01/1901  ,
A0100000000006Q,000008074647425,28/05/2009  ,
A0100000000006Q,000008074647425,28/05/2009  ,
A0100000000006Q,000008074647425,26/05/2009  ,
A0100000000006Q,000008074647425,11/01/2008  ,
A0100000000006Q,000008074647425,01/01/1901  ,
A0100000000006Q,000008074647425,01/06/2011  ,
A0100000000006Q,000008074647425,18/05/2010  ,
A0100000000006Q,000008074647425,18/05/2010  ,
A0100000000006Q,000008074647425,02/06/2011  ,
A0100000000006Q,000008074647425,26/05/2009  ,
A0100000000006Q,000008074647425,26/05/2009  ,
A0100000000006Q,000008074647425,14/05/2009  ,
A0100000000006Q,000008074647425,11/09/2012  ,
A0100000000006Q,000008074647425,18/03/2010  ,
A0100000000006Q,000008074647425,30/09/2004  ,
A0100000000006Q,000008074647425,30/09/2004  ,
A0100000000006Q,000008074647425,21/12/2011  ,
A0100000000006Q,000008074647425,01/01/1901  ,
A0100000000006Q,000008074647425,28/04/2009  ,
A0100000000006Q,000008074647425,30/04/2009  ,
A0100000000006Q,000008074647425,01/01/1901  ,
A0100000000006Q,000008074647425,30/08/2010  ,
A0100000000006Q,000008074647425,02/07/2012  ,
A0100000000006Q,000008074647425,15/09/2011  ,
A0100000000006Q,000008074647425,20/11/2007  ,
A0100000000006Q,000008074647425,24/01/2008  ,
A0100000000006Q,000008074647425,25/02/2008  ,
A0100000000006Q,000008074647425,27/03/2008  ,
A0100000000006Q,000008074647425,24/04/2008  ,
A0100000000006Q,000008074647425,27/05/2008  ,
A0100000000006Q,000008074647425,26/06/2008  ,
A0100000000006Q,000008074647425,01/07/2008  ,
A0100000000006Q,000008074647425,28/08/2008  ,
A0100000000006Q,000008074647425,25/09/2008  ,
A0100000000006Q,000008074647425,09/10/2008  ,
A0100000000006Q,000008074647425,30/10/2008  ,
A0100000000006Q,000008074647425,26/11/2008  ,
A0100000000006Q,000008074647425,26/06/2008  ,
A0100000000006Q,000008074647425,26/11/2008  ,
A0100000000006Q,000008074647425,19/12/2008  ,
A0100000000006Q,000008074647425,27/01/2009  ,
A0100000000006Q,000008074647425,06/02/2009  ,
A0100000000006Q,000008074647425,24/03/2009  ,
A0100000000006Q,000008074647425,20/04/2009  ,
A0100000000006Q,000008074647425,11/02/2008  ,
A0100000000006Q,000008074647425,26/02/2008  ,
A0100000000006Q,000008074647430,01/01/1901  ,
A0100000000006Q,000008074647427,30/12/2011  ,
A0100000000006Q,000008074647427,08/01/2007  ,
A0100000000006Q,000008074647427,09/10/2007  ,
A0100000000006Q,000008074647427,22/11/2011  ,
A0100000000006Q,000008074647427,09/10/2007  ,
A0100000000006Q,000008074647427,20/10/2010  ,
A0100000000006Q,000008074647427,14/11/2008  ,
A0100000000006Q,000008074647427,08/01/2007  ,
A0100000000006Q,000008074647429,14/12/2010  ,
A0100000000006Q,000008074647429,14/11/2008  ,
A0100000000006Q,000008074647427,22/11/2011  ,
A0100000000006Q,000008074647427,11/11/2010  ,
A0100000000006Q,000008074647427,28/02/2012  ,
A0100000000006Q,000008074647427,24/11/2006  ,
A0100000000006Q,000008074647429,17/01/2012  ,
A0100000000006Q,000008074647429,31/01/2012  ,
A0100000000006Q,000008074647429,31/03/2007  ,
A0100000000006Q,000008074647429,11/04/2012  ,
A0100000000006Q,000008074647429,11/04/2012  ,
A0100000000006Q,000008074647429,28/05/2012  ,
A0100000000006Q,000008074647429,12/01/2012  ,
A0100000000006Q,000008074647429,01/01/1901  ,
A0100000000006Q,000008074647429,13/03/2012  ,
A0100000000006Q,000008074647429,26/01/2008  ,
A0100000000006Q,000008074647429,05/02/2007  ,
A0100000000006Q,000008074647430,22/01/2008  ,
A0100000000006Q,000008074647430,27/01/2006  ,
A0100000000006Q,000008074647430,01/01/1901  ,
A0100000000006Q,000008074647430,01/01/1901  ,
A0100000000006Q,000008074647430,01/01/1901  ,
A0100000000006Q,000008074647430,01/01/1901  ,
A0100000000006Q,000008074647430,01/01/1901  ,
A0100000000006Q,000008074647430,04/09/2008  ,
A0100000000006Q,000008074647431,01/01/1901  ,
A0100000000006Q,000008074647431,05/06/2013  ,
A0100000000006Q,000008074647431,01/01/1901  ,
A0100000000006Q,000008074647432,01/01/1901  ,
A0100000000006Q,000008074647435,01/01/1901  ,
A0100000000006Q,000008074647435,25/08/2011  ,
A0100000000006Q,000008074647436,01/01/1901  ,
A0100000000006Q,000008074647437,01/01/1901  ,
A0100000000006Q,000008074647437,16/02/2010  ,
A0100000000006Q,000008074647437,25/08/2011  ,
A0100000000006Q,000008074647438,01/01/1901  ,
A0100000000006Q,000008074647433,08/11/2007  ,
A0100000000006Q,000008074647433,08/11/2007  ,
A0100000000006Q,000008074647433,08/11/2007  ,
A0100000000006Q,000008074647433,08/11/2007  ,
A0100000000006Q,000008074647433,08/11/2007  ,
A0100000000006Q,000008074647433,15/04/2008  ,
A0100000000006Q,000008074647433,03/09/2007  ,
A0100000000006Q,000008074647433,25/08/2011  ,
A0100000000006Q,000008074647434,01/01/1901  ,
A0100000000006Q,000008074647434,26/11/2012  ,
A0100000000006Q,000008074647434,19/06/2008  ,
A0100000000006Q,000008074647434,16/01/2008  ,
A0100000000006Q,000008074647434,29/01/2002  ,
A0100000000006Q,000008074647439,01/01/1901  ,
A0100000000006Q,000008074647439,28/07/2010  ,
A0100000000006Q,000008074647433,01/01/1901  ,
A0100000000006Q,000008074647433,08/11/2007  ,
A0100000000006Q,000008074647434,01/01/1901  ,
A0100000000006Q,000008074647433,08/11/2007  ,
A0100000000006Q,000008074647433,08/11/2007  ,
A0100000000006Q,000008074647440,01/01/1901  ,
A0100000000006Q,000008074647442,01/01/1901  ,
A0100000000006Q,000008074647443,01/01/1901  ,
A0100000000006Q,000008074647443,04/11/2008  ,
A0100000000006Q,000008074647443,25/01/2011  ,
A0100000000006Q,000008074647444,01/01/1901  ,
A0100000000006Q,000008074647453,01/01/1901  ,
A0100000000006Q,000008074647447,01/01/1901  ,
A0100000000006Q,000008074647446,01/01/1901  ,
A0100000000006Q,000008074647458,15/01/2007  ,
A0100000000006Q,000008074647458,01/01/1901  ,
A0100000000006Q,000008074647453,01/01/1901  ,
A0100000000006Q,000008074647459,08/01/2007  ,
A0100000000006Q,000008074647459,20/11/2008  ,
A0100000000006Q,000008074647459,01/01/1901  ,
A0100000000006Q,000008074647459,10/08/2011  ,
A0100000000006Q,000008074647459,15/05/2008  ,
A0100000000006Q,000008074647459,24/04/2012  ,
A0100000000006Q,000008074647459,01/01/1901  ,
A0100000000006Q,000008074647459,10/02/2012  ,
A0100000000006Q,000008074647461,01/01/1901  ,
A0100000000006Q,000008074647461,20/10/2005  ,
A0100000000006Q,000008074647461,23/11/2004  ,
A0100000000006Q,000008074647461,26/03/2006  ,
A0100000000006Q,000008074647461,01/01/1901  ,
A0100000000006Q,000008074647461,01/01/1901  ,
A0100000000006Q,000008074647461,10/12/2012  ,
A0100000000006Q,000008074647461,24/10/2005  ,
A0100000000006Q,000008074647461,01/01/1901  ,
A0100000000006Q,000008074647461,18/10/2005  ,
A0100000000006Q,000008074647461,18/10/2005  ,
A0100000000006Q,000008074647461,18/10/2005  ,
A0100000000006Q,000008074647461,14/01/2005  ,
A0100000000006Q,000008074647461,24/10/2005  ,
A0100000000006Q,000008074647461,24/10/2005  ,
A0100000000006Q,000008074647461,14/01/2005  ,
A0100000000006Q,000008074647461,14/01/2005  ,
A0100000000006Q,000008074647461,24/10/2005  ,
A0100000000006Q,000008074647461,14/01/2005  ,
A0100000000006Q,000008074647462,01/01/1901  ,
A0100000000006Q,000008074647462,09/05/2008  ,
A0100000000006Q,000008074647462,08/05/2008  ,
A0100000000006Q,000008074647463,01/01/1901  ,
A0100000000006Q,000008074647465,01/01/1901  ,
A0100000000006Q,000008074647465,02/11/2006  ,
A0100000000006Q,000008074647465,01/01/1901  ,
A0100000000006Q,000008074647467,01/01/1901  ,
A0100000000006Q,000008074647467,26/02/2008  ,
A0100000000006Q,000008074647468,01/01/1901  ,
A0100000000006Q,000008074647468,26/02/2008  ,
A0100000000006Q,000008074647469,01/01/1901  ,
A0100000000006Q,000008074647469,16/10/2006  ,
A0100000000006Q,000008074647469,24/10/2006  ,
A0100000000006Q,000008074647469,29/11/2006  ,
A0100000000006Q,000008074647469,01/01/1901  ,
A0100000000006Q,000008074647469,08/11/2006  ,
A0100000000006Q,000008074647470,01/01/1901  ,
A0100000000006Q,000008074647471,01/01/1901  ,
A0100000000006Q,000008074647471,01/01/1901  ,
A0100000000006Q,000008074647472,01/01/1901  ,
A0100000000006Q,000008074647473,01/01/1901  ,
A0100000000006Q,000008074647473,29/08/2014  ,
A0100000000006Q,000008074647478,01/01/1901  ,
A0100000000006Q,000008074647477,01/01/1901  ,
A0100000000006Q,000008074647476,01/01/1901  ,
A0100000000006Q,000008074647474,24/06/2013  ,
A0100000000006Q,000008074647479,01/01/1901  ,
A0100000000006Q,000008074647483,17/05/2011  ,
A0100000000006Q,000008074647484,01/01/1901  ,
A0100000000006Q,000008074647480,01/01/1901  ,
A0100000000006Q,000008074647480,13/09/2011  ,
A0100000000006Q,000008074647480,17/05/2011  ,
A0100000000006Q,000008074647480,13/09/2011  ,
A0100000000006Q,000008074647481,01/01/1901  ,
A0100000000006Q,000008074647483,01/01/1901  ,
A0100000000006Q,000008074647483,18/04/2011  ,
A0100000000006Q,000008074647483,13/09/2011  ,
A0100000000006Q,000008074647483,17/03/2011  ,
A0100000000006Q,000008074647483,01/01/1901  ,
A0100000000006Q,000008074647483,13/09/2011  ,
A0100000000006Q,000008074647483,19/05/2011  ,
A0100000000006Q,000008074647483,13/09/2011  ,
A0100000000006Q,000008074647486,01/01/1901  ,
A0100000000006Q,000008074647486,25/09/2006  ,
A0100000000006Q,000008074647486,20/09/2006  ,
A0100000000006Q,000008074647486,01/04/2013  ,
A0100000000006Q,000008074647486,14/02/2007  ,
A0100000000006Q,000008074647487,01/01/1901  ,
A0100000000006Q,000008074647489,01/01/1901  ,
A0100000000006Q,000008074647489,01/01/1901  ,
A0100000000006Q,000008074647490,01/01/1901  ,
A0100000000006Q,000008074647491,01/01/1901  ,
A0100000000006Q,000008074647493,01/01/1901  ,
A0100000000006Q,000008074647495,01/01/1901  ,
A0100000000006Q,000008074647498,01/01/1901  ,
A0100000000006Q,000008074647498,07/07/2009  ,
A0100000000006Q,000008074647500,12/09/2007  ,
A0100000000006Q,000008074647500,01/01/1901  ,
A0100000000006Q,000008074647500,01/01/1901  ,
A0100000000006Q,000008074647500,01/01/1901  ,
A0100000000006Q,000008074647501,01/01/1901  ,
A0100000000006Q,000008074647501,01/01/1901  ,
A0100000000006Q,000008074647501,11/01/2008  ,
A0100000000006Q,000008074647501,13/11/2007  ,
A0100000000006Q,000008074647501,13/11/2007  ,
A0100000000006Q,000008074647504,01/01/1901  ,
A0100000000006Q,000008074647504,14/07/2008  ,
A0100000000006Q,000008074647504,14/07/2008  ,
A0100000000006Q,000008074647506,01/01/1901  ,
A0100000000006Q,000008074647506,26/11/2002  ,
A0100000000006Q,000008074647506,26/06/2009  ,
A0100000000006Q,000008074647507,01/01/1901  ,
A0100000000006Q,000008074647517,01/01/1901  ,
A0100000000006Q,000008074647517,19/07/2012  ,
A0100000000006Q,000008074647517,19/07/2012  ,
A0100000000006Q,000008074647517,03/07/2006  ,
A0100000000006Q,000008074647513,01/01/1901  ,
A0100000000006Q,000008074647516,25/06/2007  ,
A0100000000006Q,000008074647513,01/01/1901  ,
A0100000000006Q,000008074647515,01/01/1901  ,
A0100000000006Q,000008074647515,12/06/2007  ,
A0100000000006Q,000008074647516,01/01/1901  ,
A0100000000006Q,000008074647516,26/06/2007  ,
A0100000000006Q,000008074647516,26/06/2007  ,
A0100000000006Q,000008074647516,01/01/2005  ,
A0100000000006Q,000008074647516,09/07/2007  ,
A0100000000006Q,000008074647516,02/07/2007  ,
A0100000000006Q,000008074647516,09/07/2007  ,
A0100000000006Q,000008074647516,26/06/2007  ,
A0100000000006Q,000008074647518,01/01/1901  ,
A0100000000006Q,000008074647519,01/01/1901  ,
A0100000000006Q,000008074647519,25/04/2008  ,
A0100000000006Q,000008074647519,01/01/1901  ,
A0100000000006Q,000008074647520,01/01/1901  ,
A0100000000006Q,000008074647521,01/01/1901  ,
A0100000000006Q,000008074647522,01/01/1901  ,
A0100000000006Q,000008074647522,05/10/2007  ,
A0100000000006Q,000008074647522,05/02/2008  ,
A0100000000006Q,000008074647523,01/01/1901  ,
A0100000000006Q,000008074647518,01/01/1901  ,
A0100000000006Q,000008074647518,18/07/2007  ,
A0100000000006Q,000008074647528,01/01/1901  ,
A0100000000006Q,000008074647531,01/01/1901  ,
A0100000000006Q,000008074647532,01/01/1901  ,
A0100000000006Q,000008074647533,01/01/1901  ,
A0100000000006Q,000008074647534,01/01/1901  ,
A0100000000006Q,000008074647535,01/01/1901  ,
A0100000000006Q,000008074647536,01/01/1901  ,
A0100000000006Q,000008074647537,01/01/1901  ,
A0100000000006Q,000008074647538,01/01/1901  ,
A0100000000006Q,000008074647539,01/01/1901  ,
A0100000000006Q,000008074647541,01/01/1901  ,
A0100000000006Q,000008074647542,01/01/1901  ,
A0100000000006Q,000008074647544,01/01/1901  ,
A0100000000006Q,000008074647544,09/01/2008  ,
A0100000000006Q,000008074647544,10/01/2008  ,
A0100000000006Q,000008074647544,10/01/2008  ,
A0100000000006Q,000008074647544,10/01/2008  ,
A0100000000006Q,000008074647544,11/01/2008  ,
A0100000000006Q,000008074647544,14/02/2008  ,
A0100000000006Q,000008074647544,14/07/2008  ,
A0100000000006Q,000008074647544,05/09/2008  ,
A0100000000006Q,000008074647544,24/01/2008  ,
A0100000000006Q,000008074647545,01/01/1901  ,
A0100000000006Q,000008074647545,27/10/2008  ,
A0100000000006Q,000008074647546,01/01/1901  ,
A0100000000006Q,000008074647546,01/01/1901  ,
A0100000000006Q,000008074647546,29/10/2008  ,
A0100000000006Q,000008074647546,23/10/2006  ,
A0100000000006Q,000008074647546,16/03/2007  ,
A0100000000006Q,000008074647546,29/10/2008  ,
A0100000000006Q,000008074647546,03/11/2014  ,
A0100000000006Q,000008074647546,14/11/2008  ,
A0100000000006Q,000008074647546,24/07/2008  ,
A0100000000006Q,000008074647546,24/07/2008  ,
A0100000000006Q,000008074647546,05/03/2007  ,
A0100000000006Q,000008074647546,01/01/1901  ,
A0100000000006Q,000008074647547,01/01/1901  ,
A0100000000006Q,000008074647547,19/06/2008  ,
A0100000000006Q,000008074647547,10/06/2013  ,
A0100000000006Q,000008074647548,01/01/1901  ,
A0100000000006Q,000008074647548,14/06/2010  ,
A0100000000006Q,000008074647548,01/01/1901  ,
A0100000000006Q,000008074647548,01/12/2010  ,
A0100000000006Q,000008074647548,28/12/2011  ,
A0100000000006Q,000008074647548,01/12/2010  ,
A0100000000006Q,000008074647548,17/02/2010  ,
A0100000000006Q,000008074647548,01/01/1901  ,
A0100000000006Q,000008074647548,09/12/2010  ,
A0100000000006Q,000008074647548,01/01/1901  ,
A0100000000006Q,000008074647548,11/06/2010  ,
A0100000000006Q,000008074647548,01/01/1901  ,
A0100000000006Q,000008074647548,04/11/2009  ,
A0100000000006Q,000008074647548,17/12/2009  ,
A0100000000006Q,000008074647548,01/01/1901  ,
A0100000000006Q,000008074647548,07/01/2010  ,
A0100000000006Q,000008074647548,27/12/2011  ,
A0100000000006Q,000008074647548,16/06/2009  ,
A0100000000006Q,000008074647548,17/12/2009  ,
A0100000000006Q,000008074647548,04/11/2009  ,
A0100000000006Q,000008074647548,23/05/2012  ,
A0100000000006Q,000008074647548,01/01/1901  ,
A0100000000006Q,000008074647548,31/10/2012  ,
A0100000000006Q,000008074647548,17/02/2010  ,
A0100000000006Q,000008074647548,03/08/2009  ,
A0100000000006Q,000008074647548,24/07/2009  ,
A0100000000006Q,000008074647548,30/07/2009  ,
A0100000000006Q,000008074647549,01/01/1901  ,
A0100000000006Q,000008074647550,01/01/1901  ,
A0100000000006Q,000008074647553,01/01/1901  ,
A0100000000006Q,000008074647070,01/01/1901  ,
A0100000000006Q,000008074647070,19/02/2010  ,
A0100000000006Q,000008074647082,01/01/1901  ,
A0100000000006Q,000008074647082,08/11/2006  ,
A0100000000006Q,000008074647089,01/01/1901  ,
A0100000000006Q,000008074647112,01/01/1901  ,
A0100000000006Q,000008074647113,01/01/1901  ,
A0100000000006Q,000008074647127,01/01/1901  ,
A0100000000006Q,000008074647128,01/01/1901  ,
A0100000000006Q,000008074647129,01/01/1901  ,
A0100000000006Q,000008074647178,01/01/1901  ,
A0100000000006Q,000008074647163,01/01/1901  ,
A0100000000006Q,000008074647164,01/01/1901  ,
A0100000000006Q,000008074647177,01/01/1901  ,
A0100000000006Q,000008074647182,01/01/1901  ,
A0100000000006Q,000008074647185,01/01/1901  ,
A0100000000006Q,000008074647185,14/05/2012  ,
A0100000000006Q,000008074647185,14/05/2012  ,
A0100000000006Q,000008074647185,01/01/1901  ,
A0100000000006Q,000008074647185,05/06/2012  ,
A0100000000006Q,000008074647186,01/01/1901  ,
A0100000000006Q,000008074647186,24/07/2012  ,
A0100000000006Q,000008074647186,30/07/2012  ,
A0100000000006Q,000008074647186,27/07/2012  ,
A0100000000006Q,000008074647187,01/01/1901  ,
A0100000000006Q,000008074647187,31/08/2012  ,
A0100000000006Q,000008074647187,29/08/2012  ,
A0100000000006Q,000008074647187,28/08/2012  ,
A0100000000006Q,000008074647188,01/01/1901  ,
A0100000000006Q,000008074647188,01/01/1901  ,
A0100000000006Q,000008074647188,26/09/2012  ,
A0100000000006Q,000008074647189,01/01/1901  ,
A0100000000006Q,000008074647189,26/10/2012  ,
A0100000000006Q,000008074647189,29/10/2012  ,
A0100000000006Q,000008074647189,26/10/2012  ,
A0100000000006Q,000008074647191,01/01/1901  ,
A0100000000006Q,000008074647252,01/01/1901  ,
A0100000000006Q,000008074647252,01/01/1901  ,
A0100000000006Q,000008074647252,10/09/2013  ,
A0100000000006Q,000008074647252,04/10/2013  ,
A0100000000006Q,000008074647294,01/01/1901  ,
A0100000000006Q,000008074647296,01/01/1901  ,
A0100000000006Q,000008074647329,01/01/1901  ,
A0100000000006Q,000008074647342,16/09/2013  ,
A0100000000006Q,000008074647342,16/09/2013  ,
A0100000000006Q,000008074647361,01/01/1901  ,
A0100000000006Q,000008074647348,01/01/1901  ,
A0100000000006Q,000008074647349,01/01/1901  ,
A0100000000006Q,000008074647381,01/01/1901  ,
A0100000000006Q,000008074647409,01/01/1901  ,
A0100000000006Q,000008074647441,01/01/1901  ,
A0100000000006Q,000008074647448,01/01/1901  ,
A0100000000006Q,000008074647454,01/01/1901  ,
A0100000000006Q,000008074647455,01/01/1901  ,
A0100000000006Q,000008074647455,01/01/1901  ,
A0100000000006Q,000008074647455,18/06/2012  ,
A0100000000006Q,000008074647456,01/01/1901  ,
A0100000000006Q,000008074647457,01/01/1901  ,
A0100000000006Q,000008074647449,01/01/1901  ,
A0100000000006Q,000008074647450,01/01/1901  ,
A0100000000006Q,000008074647451,01/01/1901  ,
A0100000000006Q,000008074647451,09/05/2013  ,
A0100000000006Q,000008074647452,01/01/1901  ,
A0100000000006Q,000008074647460,01/01/1901  ,
A0100000000006Q,000008074647482,01/01/1901  ,
A0100000000006Q,000008074647482,28/06/2010  ,
A0100000000006Q,000008074647485,01/01/1901  ,
A0100000000006Q,000008074647496,01/01/1901  ,
A0100000000006Q,000008074647529,01/01/1901  ,
A0100000000006Q,000008074647551,01/01/1901  ,
A0100000000006Q,000008074647556,01/01/1901  ,
A0100000000006Q,000008074647557,01/01/1901  ,
A0100000000006Q,000008074647559,01/01/1901  ,
A0100000000006Q,000008074647565,01/01/1901  ,
A0100000000006Q,000008074647566,01/01/1901  ,
A0100000000006Q,000008074647568,01/01/1901  ,
A0100000000006Q,000008074647569,01/01/1901  ,
A0100000000006Q,000008074647570,01/01/1901  ,
A0100000000006Q,000008074647570,27/06/2013  ,
A0100000000006Q,000008074647571,01/01/1901  ,
A0100000000006Q,000008074647571,23/11/2012  ,
A0100000000006Q,000008074647571,26/11/2012  ,
A0100000000006Q,000008074647336,25/07/2013  ,
A0100000000006Q,000008074647343,13/01/2015  ,
A0100000000006Q,000008074647052,24/09/2010  ,
A0100000000006Q,000008074647051,01/01/1901  ,
A0100000000006Q,000008074647051,24/04/2009  ,
A0100000000006Q,000008074647050,01/01/1901  ,
A0100000000006Q,000008074647050,31/12/1993  ,
A0100000000006Q,000008074647050,28/06/2004  ,
A0100000000006Q,000008074647050,15/04/2004  ,
A0100000000006Q,000008074647053,01/01/1901  ,
A0100000000006Q,000008074647053,31/12/2002  ,
A0100000000006Q,000008074647053,01/01/1901  ,
A0100000000006Q,000008074647052,01/01/1901  ,
A0100000000006Q,000008074647052,20/09/2010  ,
A0100000000006Q,000008074647051,01/01/1901  ,
A0100000000006Q,000008074647051,14/04/2009  ,
A0100000000006Q,000008074647051,01/01/1901  ,
A0100000000006Q,000008074647050,15/03/2005  ,
A0100000000006Q,000008074647050,27/05/2004  ,
A0100000000006Q,000008074647050,27/05/2004  ,
A0100000000006Q,000008074647107,13/09/2004  ,
A0100000000006Q,000008074647108,01/01/1901  ,
A0100000000006Q,000008074647107,01/01/1901  ,
A0100000000006Q,000008074647108,05/11/1999  ,
A0100000000006Q,000008074647107,01/01/1901  ,
A0100000000006Q,000008074647525,01/01/1901  ,
A0100000000006Q,000008074647525,15/02/2008  ,
A0100000000006Q,000008074647525,13/11/2008  ,
A0100000000006Q,000008074647525,14/02/2008  ,
A0100000000006Q,000008074647525,29/01/2008  ,
A0100000000006Q,000008074647525,29/01/2008  ,
A0100000000006Q,000008074647525,29/01/2008  ,
A0100000000006Q,000008074647525,05/07/2005  ,
A0100000000006Q,000008074647525,17/09/2009  ,
A0100000000006Q,000008074647525,18/09/2009  ,
A0100000000006Q,000008074647525,05/11/2007  ,
A0100000000006Q,000008074647525,05/11/2007  ,
A0100000000006Q,000008074647524,01/01/1901  ,
A0100000000006Q,000008074647524,08/04/2011  ,
A0100000000006Q,000008074647527,01/04/2008  ,
A0100000000006Q,000008074647527,01/01/1901  ,
A0100000000006Q,000008074647527,01/04/2008  ,
A0100000000006Q,000008074647526,01/01/1901  ,
